Month,Singapore,Thailand,Japan,Korea,Indonesia
Mar-2032,0.018880766570939605,0.012923223085180601,0.006794635261782569,0.008375597290434987,0.00696228267303398
Apr-2032,0.0187603121386738,0.012840776247340568,0.006751287237228791,0.008322163134956406,0.006917865101135964
May-2032,0.018431224509726757,0.012615527297438202,0.006632858231740126,0.008176178307329392,0.006796514037961741
Jun-2032,0.01798168244851391,0.01230783150969581,0.0064710812016976855,0.007976759324223797,0.006630745402889504
Jul-2032,0.01753214038730106,0.012000135721953414,0.006309304171655243,0.007777340341118201,0.006464976767817266
Aug-2032,0.01720305275835402,0.011774886772051052,0.006190875166166579,0.007631355513491187,0.006343625704643045
Sep-2032,0.017082598326088213,0.011692439934211018,0.006147527141612801,0.007577921358012607,0.006299208132745028
Oct-2032,0.01720305275835402,0.011774886772051052,0.006190875166166579,0.007631355513491187,0.006343625704643045
Nov-2032,0.01753214038730106,0.012000135721953414,0.006309304171655243,0.007777340341118201,0.006464976767817266
Dec-2032,0.01798168244851391,0.01230783150969581,0.0064710812016976855,0.007976759324223797,0.006630745402889504
Jan-2033,0.01913333333333334,0.013196875000000004,0.006829062500000001,0.008343500000000007,0.007055416666666668
Feb-2033,0.019474957043532148,0.013432503853686236,0.006950994712635693,0.008492472339340274,0.0071813904098024794
Mar-2033,0.019600000000000006,0.013518750000000005,0.006995625000000002,0.008547000000000008,0.007227500000000002
Apr-2033,0.019474957043532148,0.013432503853686236,0.006950994712635693,0.008492472339340274,0.0071813904098024794
May-2033,0.01913333333333334,0.013196875000000004,0.006829062500000001,0.008343500000000007,0.007055416666666668
Jun-2033,0.01866666666666667,0.012875000000000004,0.006662500000000002,0.008140000000000007,0.006883333333333335
Jul-2033,0.018200000000000004,0.012553125000000005,0.006495937500000001,0.007936500000000008,0.006711250000000002
Aug-2033,0.017858376289801196,0.012317496146313773,0.006374005287364311,0.00778752766065974,0.006585276256864191
Sep-2033,0.017733333333333337,0.012231250000000004,0.006329375000000002,0.007733000000000006,0.006539166666666668
Oct-2033,0.017858376289801196,0.012317496146313773,0.006374005287364311,0.00778752766065974,0.006585276256864191
Nov-2033,0.018200000000000004,0.012553125000000005,0.006495937500000001,0.007936500000000008,0.006711250000000002
Dec-2033,0.01866666666666667,0.012875000000000004,0.006662500000000002,0.008140000000000007,0.006883333333333335
